model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",674.2648,0.9632,0.001599,674.2781,0.9953,0.0118,0.0003,0.0001,0.9953,0.0164,4.6188,4.6021,0.9953,11.3994,250.1907,0.002,0.9953,15.8174,3.1302,3.1283
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",673.3935,0.962,0.001287,673.4008,0.9954,0.0118,0.0003,0.0001,0.9954,0.0162,4.7039,4.6653,0.9954,11.4029,245.1717,0.002,0.9954,15.658,3.158,3.1541
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",666.9886,0.9528,0.001212,666.9993,0.9956,0.0113,0.0002,0.0001,0.9956,0.0158,4.4237,4.4177,0.9956,10.9421,231.4069,0.0018,0.9956,15.2121,3.0015,3.0025
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",664.1678,0.9488,0.001768,664.182,0.995,0.0121,0.0003,0.0002,0.995,0.0169,4.8136,4.7963,0.995,11.7238,266.3974,0.0022,0.995,16.3217,3.2474,3.2442
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",662.8494,0.9469,0.001888,662.8587,0.9952,0.0121,0.0003,0.0001,0.9952,0.0166,4.7293,4.7026,0.9952,11.6385,257.6262,0.002,0.9952,16.0507,3.1953,3.1947
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",673.1497,0.9616,0.001163,673.158,0.9954,0.0118,0.0003,0.0001,0.9954,0.0161,4.6906,4.6481,0.9954,11.4062,242.5974,0.002,0.9954,15.5755,3.1586,3.1504
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",668.0636,0.9544,0.00133,668.0742,0.9953,0.0119,0.0003,0.0001,0.9953,0.0164,4.626,4.6191,0.9953,11.4883,250.1311,0.002,0.9953,15.8155,3.1445,3.1436
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",649.2507,0.9275,0.001097,649.2609,0.9946,0.013,0.0003,0.0002,0.9946,0.0176,5.1758,5.126,0.9946,12.5053,288.8171,0.0024,0.9946,16.9946,3.4881,3.4744
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",662.9011,0.947,0.001107,662.9126,0.9949,0.0123,0.0003,0.0002,0.9949,0.017,4.7789,4.7759,0.9949,11.8319,270.3172,0.0021,0.9949,16.4413,3.2474,3.2474
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",633.1395,0.9045,0.001749,633.1485,0.9954,0.0119,0.0003,0.0001,0.9954,0.0161,4.7636,4.7211,0.9954,11.4561,242.8856,0.002,0.9954,15.5848,3.1918,3.184
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",651.8453,0.9312,0.00108,651.8546,0.9954,0.0118,0.0003,0.0001,0.9954,0.0162,4.7114,4.7107,0.9954,11.3498,245.9677,0.0021,0.9954,15.6834,3.1763,3.1746
