model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",186.0687,0.093,0.398093,186.4702,0.6965,0.0038,0.0,0.0,0.6965,0.0062,15.3256,15.1757,0.6965,0.0211,0.0012,0.0007,0.6965,0.0339,9.272,9.3143
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",189.6164,0.0948,0.398032,190.0168,0.7123,0.0037,0.0,0.0,0.708,0.006,14.6311,14.9416,0.7123,0.0203,0.0011,0.0007,0.708,0.0333,8.8704,9.1032
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",192.482,0.0962,0.498933,192.9867,0.6958,0.0041,0.0,0.0,0.6593,0.0065,16.2879,17.9221,0.6958,0.0228,0.0013,0.0008,0.6593,0.0359,9.9609,10.6006
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",233.6114,0.1168,1.066614,234.6806,0.6974,0.0038,0.0,0.0,0.6878,0.0063,14.952,15.5318,0.6974,0.021,0.0012,0.0007,0.6878,0.0344,9.1241,9.4206
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",234.7536,0.1174,1.136799,235.8946,0.6884,0.0039,0.0,0.0,0.6872,0.0063,15.3582,15.591,0.6884,0.0214,0.0012,0.0007,0.6872,0.0344,9.3467,9.5061
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",244.7954,0.1224,1.147669,245.9455,0.6963,0.0041,0.0,0.0,0.6629,0.0065,16.1394,17.7277,0.6963,0.0227,0.0013,0.0008,0.6629,0.0358,9.8809,10.5157
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",280.8232,0.1404,1.793202,282.6191,0.6937,0.0044,0.0,0.0,0.6632,0.0065,18.5172,16.952,0.6937,0.0243,0.0013,0.0008,0.6632,0.0357,11.0143,10.5608
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",275.1727,0.1376,1.960442,277.1394,0.6892,0.0039,0.0,0.0,0.6891,0.0062,15.4518,15.4579,0.6892,0.0214,0.0012,0.0007,0.6891,0.0343,9.3752,9.4617
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",282.9114,0.1415,1.990768,284.9091,0.6805,0.0039,0.0,0.0,0.6788,0.0063,15.4197,15.5395,0.6805,0.0215,0.0012,0.0007,0.6788,0.0349,9.3756,9.5027
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",331.425,0.1657,2.955199,334.3827,0.7002,0.0039,0.0,0.0,0.6952,0.0062,16.0828,15.332,0.7002,0.0216,0.0012,0.0007,0.6952,0.034,9.6355,9.4793
