model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"OCRO_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",246.3993,0.352,0.000831,246.4011,0.6734,0.0037,0.0,0.0,0.6721,0.0058,14.7606,14.3952,0.6734,0.0202,0.001,0.0006,0.6721,0.032,8.9512,8.9133
"OCRO_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",237.9647,0.3399,0.000702,237.9671,0.6716,0.0037,0.0,0.0,0.6711,0.0058,14.7234,14.4908,0.6716,0.0203,0.001,0.0006,0.6711,0.032,8.9511,8.9553
"OCRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",233.2462,0.3332,0.000909,233.2507,0.6808,0.0036,0.0,0.0,0.6808,0.0057,14.3243,13.945,0.6808,0.0196,0.001,0.0006,0.6808,0.0316,8.6463,8.6365
"OCRO_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",250.8352,0.3583,0.000687,250.8371,0.6814,0.0036,0.0,0.0,0.6814,0.0057,14.3068,14.1022,0.6814,0.0197,0.001,0.0006,0.6814,0.0315,8.6802,8.7105
"OCRO_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",229.6717,0.3281,0.000717,229.6744,0.6806,0.0036,0.0,0.0,0.6802,0.0057,14.5633,14.3317,0.6806,0.02,0.001,0.0006,0.6802,0.0316,8.8353,8.8496
"OCRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",235.6566,0.3367,0.000727,235.6629,0.6644,0.0037,0.0,0.0,0.664,0.0059,14.7464,14.379,0.6644,0.0203,0.001,0.0006,0.664,0.0324,8.9453,8.9112
"OCRO_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",245.972,0.3514,0.000866,245.974,0.681,0.0036,0.0,0.0,0.681,0.0057,14.2447,14.0458,0.681,0.0196,0.001,0.0006,0.681,0.0315,8.6406,8.6757
"OCRO_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",237.6323,0.3395,0.00092,237.64,0.6526,0.0038,0.0,0.0,0.652,0.006,15.2165,15.0631,0.6526,0.0211,0.0011,0.0007,0.652,0.0329,9.2832,9.2936
"OCRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",246.5011,0.3521,0.00096,246.5098,0.6552,0.0038,0.0,0.0,0.6531,0.006,15.2587,14.9225,0.6552,0.021,0.0011,0.0007,0.6531,0.0329,9.2931,9.2431
"OCRO_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",244.2689,0.349,0.000904,244.271,0.6751,0.0036,0.0,0.0,0.6743,0.0058,14.6452,14.3166,0.6751,0.0201,0.001,0.0006,0.6743,0.0319,8.8825,8.8601
