model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",178.4602,0.0892,0.344866,178.8061,0.0971,0.0055,0.0001,0.0001,0.0787,0.0088,36.6136,33.9525,0.0971,0.3121,0.2499,0.0427,0.0787,0.4999,33.5081,31.7356
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",180.4182,0.0902,0.287236,180.7074,0.0682,0.0057,0.0001,0.0001,0.0674,0.0089,39.3963,34.4412,0.0682,0.3213,0.253,0.0438,0.0674,0.503,35.9527,32.2234
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",184.5363,0.0923,0.341363,184.8876,0.1335,0.0055,0.0001,0.0001,0.1291,0.0086,41.6902,33.4131,0.1335,0.3149,0.2364,0.0409,0.1291,0.4862,37.6215,31.3351
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",224.8865,0.1124,1.088481,225.9765,0.1016,0.0061,0.0001,0.0001,0.0267,0.009,49.0838,35.6351,0.1016,0.3469,0.264,0.0461,0.0267,0.5139,44.2077,33.5078
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",228.9998,0.1145,1.071608,230.0764,0.108,0.0055,0.0001,0.0001,0.0912,0.0087,37.171,34.2138,0.108,0.3131,0.2465,0.0429,0.0912,0.4965,33.9369,31.9841
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",230.4979,0.1152,1.140419,231.6488,0.027,0.0066,0.0001,0.0001,-0.144,0.0098,41.4196,48.5675,0.027,0.375,0.3105,0.0646,-0.144,0.5572,38.3641,44.832
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",273.3688,0.1367,2.023012,275.393,0.0957,0.0062,0.0001,0.0001,0.012,0.0091,49.8455,35.9752,0.0957,0.3511,0.268,0.0469,0.012,0.5177,44.8954,33.8357
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",269.3173,0.1347,1.882846,271.2033,0.0612,0.0058,0.0001,0.0001,0.053,0.0089,42.4815,34.4699,0.0612,0.3291,0.2569,0.0442,0.053,0.5069,38.5972,32.3141
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",278.7682,0.1394,1.946913,280.726,-0.014,0.0063,0.0001,0.0001,-0.0632,0.0095,47.4915,36.5646,-0.014,0.3593,0.2886,0.0498,-0.0632,0.5372,43.2157,34.3371
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",327.3711,0.1637,2.816688,330.1963,0.1148,0.0075,0.0001,0.0001,-0.1945,0.01,64.7814,42.4883,0.1148,0.4262,0.324,0.0612,-0.1945,0.5692,58.1749,40.1162
