model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"LSTM-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1182.6931,1.1827,1.24703431,1183.9423,0.0487,0.006,0.0001,0.0001,0.0126,0.0091,45.3789,34.7843,0.0487,0.3388,0.2679,0.0451,0.0126,0.5176,41.1353,32.6638
"LSTM-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2653.4807,2.6535,1.30942965,2654.7931,0.1342,0.0068,0.0001,0.0001,-0.0578,0.0094,57.5934,39.3202,0.1342,0.3874,0.287,0.0534,-0.0578,0.5357,51.7585,37.0581
"LSTM-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",5315.6135,5.3156,1.30758548,5316.9265,0.092,0.0058,0.0001,0.0001,0.0724,0.0088,43.709,34.1435,0.092,0.3277,0.2518,0.0432,0.0724,0.5018,39.5448,32.0422
"LSTM-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1255.7301,1.2557,3.43430781,1259.1665,0.0809,0.006,0.0001,0.0001,0.0273,0.009,47.1327,35.0206,0.0809,0.341,0.2639,0.0453,0.0273,0.5137,42.5469,32.9125
"LSTM-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2737.8199,2.7378,3.75219822,2741.5747,0.1339,0.0056,0.0001,0.0001,0.1189,0.0086,43.0552,33.4966,0.1339,0.3186,0.239,0.0412,0.1189,0.4889,38.8222,31.4311
"LSTM-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",5517.2185,5.5172,3.9668467,5521.1923,0.1383,0.0054,0.0001,0.0001,0.1355,0.0085,37.4461,32.6347,0.1383,0.3041,0.2347,0.0396,0.1355,0.4844,34.0625,30.5447
"LSTM-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",885.3663,0.8854,6.97647691,892.344,0.0415,0.0058,0.0001,0.0001,0.0289,0.009,42.7095,34.2382,0.0415,0.3301,0.2635,0.0439,0.0289,0.5133,38.833,32.1111
"LSTM-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1848.6289,1.8486,7.19637656,1855.8272,0.1221,0.0056,0.0001,0.0001,0.1054,0.0087,42.8011,33.5882,0.1221,0.3209,0.2427,0.0415,0.1054,0.4927,38.7196,31.5104
"LSTM-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3755.014,3.755,6.97991657,3761.9968,0.1392,0.0056,0.0001,0.0001,0.1201,0.0086,43.0957,33.4045,0.1392,0.3189,0.2388,0.041,0.1201,0.4887,38.8979,31.3479
"LSTM-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1042.259,1.0423,10.96715879,1053.2303,0.0293,0.0063,0.0001,0.0001,-0.0486,0.0094,48.8526,36.0135,0.0293,0.3559,0.2845,0.0482,-0.0486,0.5334,44.2507,33.86
"LSTM-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2065.0441,2.065,11.30650473,2076.3596,0.0994,0.0059,0.0001,0.0001,0.0514,0.0089,46.269,34.8148,0.0994,0.3374,0.2574,0.0446,0.0514,0.5073,41.8216,32.7032
"LSTM-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3850.477,3.8505,11.15551901,3861.6433,0.119,0.0057,0.0001,0.0001,0.094,0.0087,43.9291,33.9076,0.119,0.3253,0.2459,0.0422,0.094,0.4959,39.6933,31.8248
