model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",200.8834,0.1004,0.611449,201.5139,0.1095,0.0068,0.0001,0.0001,-0.0389,0.0093,57.482,39.4259,0.1095,0.3849,0.282,0.0533,-0.0389,0.531,51.5247,37.1542
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",257.8487,0.1289,1.422018,259.2766,0.0466,0.0057,0.0001,0.0001,0.0356,0.009,38.56,35.6986,0.0466,0.3261,0.2618,0.0461,0.0356,0.5116,35.3652,33.3448
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",294.9454,0.1475,2.03872,297.0022,0.1483,0.0072,0.0001,0.0001,-0.1036,0.0096,62.8934,41.6802,0.1483,0.4109,0.2996,0.058,-0.1036,0.5473,56.3435,39.33
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",344.225,0.1721,2.949478,347.1851,0.0761,0.006,0.0001,0.0001,0.0441,0.009,46.0097,35.1739,0.0761,0.3397,0.2595,0.0455,0.0441,0.5094,41.6006,33.0421
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",397.9596,0.199,3.911276,401.8816,0.0671,0.0057,0.0001,0.0001,0.0627,0.0089,41.8459,34.2334,0.0671,0.3259,0.2544,0.0437,0.0627,0.5044,38.0109,32.0946
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",450.5181,0.2253,5.099154,455.6335,0.0382,0.0065,0.0001,0.0001,-0.0635,0.0095,51.4931,37.1448,0.0382,0.368,0.2887,0.0508,-0.0635,0.5373,46.5239,34.9587
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",516.5917,0.2583,6.585176,523.1989,0.0875,0.0056,0.0001,0.0001,0.0875,0.0088,40.2869,34.0522,0.0875,0.3193,0.2477,0.0429,0.0875,0.4977,36.5895,31.9032
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",576.4924,0.2882,6.768444,583.2688,0.0933,0.0057,0.0001,0.0001,0.0895,0.0088,42.5525,34.2692,0.0933,0.3242,0.2472,0.0433,0.0895,0.4971,38.4762,32.1481
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",636.9743,0.3185,8.601708,645.6046,0.0227,0.0063,0.0001,0.0001,-0.0921,0.0096,39.6339,43.8953,0.0227,0.3577,0.2964,0.0581,-0.0921,0.5445,36.6534,40.5837
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",726.0889,0.363,9.026735,735.1292,0.0918,0.0057,0.0001,0.0001,0.0861,0.0088,42.5407,34.2337,0.0918,0.3251,0.2481,0.0432,0.0861,0.4981,38.519,32.1131
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",818.6589,0.4093,11.318104,830.0163,0.0589,0.0057,0.0001,0.0001,0.0428,0.009,38.0307,35.538,0.0589,0.324,0.2598,0.0457,0.0428,0.5097,34.8857,33.1986
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",916.5568,0.4583,11.530195,928.1187,0.0726,0.0061,0.0001,0.0001,0.0157,0.0091,48.4089,35.7656,0.0726,0.3476,0.2672,0.0467,0.0157,0.5169,43.6484,33.6232
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",195.92,0.098,0.498898,196.423,0.1431,0.0065,0.0001,0.0001,0.0094,0.0091,54.857,38.0471,0.1431,0.3694,0.2687,0.0499,0.0094,0.5184,49.1871,35.8276
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",245.5631,0.1228,1.221511,246.7869,0.1299,0.0054,0.0001,0.0001,0.0977,0.0087,36.1127,33.8222,0.1299,0.3086,0.2448,0.0425,0.0977,0.4947,32.9292,31.6241
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",281.5647,0.1408,2.081455,283.6486,0.1556,0.0053,0.0001,0.0001,0.1471,0.0085,36.7682,32.4777,0.1556,0.301,0.2314,0.0394,0.1471,0.481,33.3837,30.3961
