model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"LSTM-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",8917.6224,8.9176,0.78112078,8918.416,0.9963,0.0112,0.0002,0.0001,0.9963,0.0155,4.1937,4.162,0.9963,10.8396,223.7371,0.0017,0.9963,14.9578,2.8545,2.8482
"LSTM-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",9875.8353,9.8758,2.84183192,9878.6848,0.9963,0.0112,0.0002,0.0001,0.9963,0.0155,4.1312,4.1168,0.9963,10.7948,223.2025,0.0017,0.9963,14.94,2.8274,2.8257
"LSTM-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",6343.9095,6.3439,6.93054867,6350.8467,0.9963,0.0112,0.0002,0.0001,0.9962,0.0156,4.0696,4.0791,0.9963,10.7882,227.0348,0.0017,0.9962,15.0677,2.7948,2.8056
"LSTM-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",6821.6764,6.8217,9.29475093,6830.9781,0.9963,0.0111,0.0002,0.0001,0.9963,0.0154,4.0253,4.0377,0.9963,10.6742,220.734,0.0017,0.9963,14.8571,2.769,2.7779
"LSTM-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",7015.5532,7.0156,11.87556815,7027.4335,0.9963,0.0113,0.0002,0.0001,0.9962,0.0156,4.2299,4.1962,0.9963,10.9497,227.1062,0.0017,0.9962,15.07,2.8846,2.876
"LSTM-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2182.9159,2.1829,0.45477915,2183.374,0.9958,0.0118,0.0003,0.0001,0.9958,0.0165,4.2103,4.1995,0.9958,11.4191,252.9037,0.0018,0.9958,15.9029,2.9174,2.9165
"LSTM-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2173.9485,2.1739,2.71186423,2176.6631,0.9958,0.0118,0.0003,0.0001,0.9958,0.0165,4.2439,4.2162,0.9958,11.4323,254.6331,0.0018,0.9958,15.9572,2.9325,2.9259
"LSTM-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1426.37,1.4264,5.83638811,1432.2085,0.9958,0.0119,0.0003,0.0001,0.9957,0.0167,4.1899,4.2145,0.9958,11.5081,261.2857,0.0018,0.9957,16.1643,2.9144,2.9305
"LSTM-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1471.1371,1.4711,8.67008495,1479.8096,0.9958,0.0119,0.0003,0.0001,0.9958,0.0165,4.238,4.213,0.9958,11.4435,255.2565,0.0018,0.9958,15.9767,2.9311,2.9251
"LSTM-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1582.0371,1.582,11.26990581,1593.3086,0.9958,0.0119,0.0003,0.0001,0.9958,0.0165,4.3472,4.2937,0.9958,11.5255,254.7268,0.0018,0.9958,15.9602,2.9863,2.9703
"LSTM-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",4243.5571,4.2436,0.57858443,4244.14,0.996,0.0116,0.0003,0.0001,0.996,0.016,4.263,4.2271,0.996,11.2324,239.7073,0.0017,0.996,15.4825,2.9238,2.9145
"LSTM-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",4953.7097,4.9537,2.59370255,4956.3076,0.996,0.0116,0.0003,0.0001,0.996,0.0161,4.1168,4.1414,0.996,11.1784,243.119,0.0017,0.996,15.5923,2.8577,2.873
"LSTM-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3291.6191,3.2916,5.60728955,3297.2297,0.996,0.0119,0.0003,0.0001,0.9957,0.0167,4.2223,4.2982,0.996,11.5333,258.7778,0.0019,0.9957,16.0866,2.9386,2.9743
"LSTM-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3201.412,3.2014,9.05229211,3210.4676,0.9959,0.0117,0.0003,0.0001,0.9959,0.0162,4.1312,4.1607,0.9959,11.2608,245.4975,0.0018,0.9959,15.6684,2.8728,2.887
"LSTM-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3232.5016,3.2325,11.51903009,3244.0233,0.996,0.0117,0.0003,0.0001,0.996,0.0161,4.3092,4.2612,0.996,11.3418,242.893,0.0018,0.996,15.585,2.9544,2.9393
