model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1800.7762,5.0022,0.001503,1800.7869,0.9621,0.0329,0.0022,0.0011,0.9621,0.0465,12.2479,11.8728,0.9621,31.8045,2013.202,0.0122,0.9621,44.8687,8.3254,8.2874
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1746.712,4.852,0.001481,1746.7266,0.9859,0.029,0.0014,0.0008,0.9762,0.0368,11.4811,12.5788,0.9859,27.9762,1263.2709,0.0115,0.9762,35.5425,7.9161,8.406
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1749.4225,4.8595,0.00122,1749.4305,0.9714,0.0299,0.0016,0.0008,0.9714,0.0404,10.9676,10.7455,0.9714,28.8345,1523.166,0.01,0.9714,39.0278,7.5928,7.5421
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1711.3221,4.7537,0.001783,1711.3314,0.974,0.0306,0.0015,0.0008,0.9738,0.0387,13.3544,15.0489,0.974,29.5265,1393.8553,0.0155,0.9738,37.3344,8.7222,9.1964
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1716.687,4.7686,0.001667,1716.6956,0.9846,0.0234,0.0009,0.0005,0.9846,0.0296,10.2968,9.7242,0.9846,22.5761,816.7624,0.0072,0.9846,28.5791,6.6512,6.5187
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",2975.2906,8.2647,0.001442,2975.3049,0.8937,0.0577,0.0065,0.0024,0.8867,0.0804,15.883,16.2797,0.8937,55.6769,6024.9946,0.0196,0.8867,77.6208,11.6688,11.7005
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",2921.1706,8.1144,0.003591,2921.1823,0.9805,0.0245,0.0011,0.0006,0.9805,0.0334,9.5594,9.564,0.9805,23.6737,1038.9288,0.0084,0.9805,32.2324,6.5041,6.53
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",2825.103,7.8475,0.006609,2825.1148,0.964,0.0336,0.0021,0.0011,0.9639,0.0454,12.8339,12.434,0.964,32.4858,1919.1646,0.013,0.9639,43.8083,8.7563,8.6529
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",3118.7081,8.6631,0.002929,3118.7224,0.9288,0.0462,0.0041,0.0021,0.9286,0.0638,16.9986,16.6849,0.9288,44.6104,3794.1091,0.0251,0.9286,61.5963,11.7286,11.7316
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",3170.208,8.8061,0.00181,3170.2168,0.9752,0.0281,0.0014,0.0007,0.9751,0.0376,10.0118,10.1047,0.9752,27.1514,1321.5112,0.0085,0.9751,36.3526,7.048,7.064
