model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1846.6102,5.1295,0.002156,1846.6292,0.9591,0.0285,0.0013,0.0007,0.9584,0.0362,9.6368,10.3418,0.9591,273.8059,120821.5693,0.0078,0.9584,347.594,6.5175,6.6984
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1826.4669,5.0735,0.001489,1826.4838,0.9753,0.0235,0.0008,0.0004,0.9738,0.0287,7.283,7.4098,0.9753,225.9148,76134.2401,0.004,0.9738,275.9243,5.1655,5.2454
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1805.9266,5.0165,0.001713,1805.9397,0.9701,0.0228,0.001,0.0004,0.9685,0.0315,6.2616,6.3712,0.9701,219.2273,91456.8103,0.0034,0.9685,302.4183,4.5328,4.5476
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1777.4321,4.9373,0.001861,1777.4433,0.9663,0.0236,0.0011,0.0005,0.9661,0.0327,7.3541,7.3375,0.9663,226.9717,98671.7835,0.0049,0.9661,314.1207,5.1668,5.1934
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1795.5868,4.9877,0.001689,1795.5968,0.9911,0.0122,0.0003,0.0001,0.9911,0.0167,3.6698,3.7012,0.9911,116.7706,25894.3205,0.0012,0.9911,160.9171,2.6004,2.6124
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",3102.1404,8.6171,0.003491,3102.1563,0.9561,0.0267,0.0014,0.0007,0.9559,0.0373,8.2502,8.3246,0.9561,256.9038,128338.0601,0.0067,0.9559,358.243,5.8465,5.9188
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",3072.8445,8.5357,0.00288,3072.8595,0.9444,0.028,0.0018,0.0009,0.9439,0.042,7.9656,8.3443,0.9444,268.6279,163056.9174,0.0083,0.9439,403.8031,5.7714,5.9721
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",2898.4897,8.0514,0.00129,2898.5183,0.7861,0.0608,0.0068,0.0038,0.785,0.0823,18.5071,20.0153,0.7861,584.5821,624955.641,0.0433,0.785,790.5414,13.2808,13.9144
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",3299.7967,9.1661,0.001922,3299.8097,0.8287,0.0578,0.0054,0.0024,0.8287,0.0734,15.6914,15.3423,0.8287,555.6447,497943.9881,0.0173,0.8287,705.6515,11.4953,11.3992
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",3304.4302,9.179,0.001764,3304.4429,0.9731,0.0218,0.0009,0.0005,0.9729,0.0292,7.0267,7.2692,0.9731,209.7391,78908.4492,0.0048,0.9729,280.9065,4.9346,5.0204
