model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"ABfoLS_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",70.4938,0.1007,0.001252,70.5124,-0.1763,0.0077,0.0001,0.0001,-0.5965,0.0108,47.5363,59.7318,-0.1763,0.4392,0.3774,0.0923,-0.5965,0.6143,44.1759,55.2809
"ABfoLS_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",67.4144,0.0963,0.001179,67.4184,0.1657,0.0057,0.0001,0.0001,0.1275,0.008,47.4316,34.6467,0.1657,0.3226,0.2061,0.0411,0.1275,0.4539,42.3156,32.5819
"ABfoLS_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",75.4202,0.1077,0.000996,75.4289,-0.1193,0.0065,0.0001,0.0001,-0.1422,0.0091,53.1675,39.3693,-0.1193,0.37,0.2698,0.0557,-0.1422,0.5194,47.4527,37.0705
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",3216.1512,8.9338,0.007649,3216.1727,-2.4619,0.0191,0.0006,0.0003,-7.1657,0.0245,120.455,150.7374,-2.4619,1.0879,1.9301,0.3434,-7.1657,1.3893,112.0149,145.5602
"BFO_MLNN-sliding_2-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",2935.1122,8.1531,0.00226,2935.1192,0.1622,0.0054,0.0001,0.0001,0.1559,0.0079,40.9267,32.762,0.1622,0.3055,0.1994,0.0381,0.1559,0.4465,36.9154,30.7498
"BFO_MLNN-sliding_5-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",3062.3436,8.5065,0.003281,3062.3583,-0.7749,0.0142,0.0003,0.0003,-2.9755,0.0171,121.0268,64.8943,-0.7749,0.8045,0.9389,0.1608,-2.9755,0.969,109.4845,62.0639
"CRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",265.7249,0.3796,0.001159,265.7363,0.0718,0.0058,0.0001,0.0001,0.0502,0.0083,43.818,34.7726,0.0718,0.3299,0.2245,0.043,0.0502,0.4738,39.7384,32.6579
"CRO_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",245.9587,0.3514,0.000814,245.9614,0.1516,0.0054,0.0001,0.0001,0.1461,0.0079,40.3634,32.5159,0.1516,0.3041,0.2017,0.0379,0.1461,0.4491,36.4609,30.5123
"CRO_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",252.7755,0.3611,0.004062,252.7839,0.154,0.0053,0.0001,0.0001,0.1523,0.0079,39.54,32.2437,0.154,0.3002,0.2002,0.0376,0.1523,0.4475,35.6872,30.2508
"DE_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-de_{'epoch': 700, 'pop_size': 200, 'Wf': 0.8, 'Cr': 0.9}",523.6107,0.748,0.001024,523.6286,-0.3033,0.01,0.0002,0.0001,-1.0678,0.0123,87.4985,52.3736,-0.3033,0.567,0.4888,0.0973,-1.0678,0.6991,78.5742,49.7316
