model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"ABfoLS_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",75.2801,0.1075,0.001161,75.3001,-0.8077,0.0106,0.0002,0.0002,-1.1691,0.015,43.4848,54.6236,-0.8077,0.0582,0.0068,0.0043,-1.1691,0.0823,26.4813,32.1236
"ABfoLS_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",71.3995,0.102,0.001362,71.4024,0.624,0.0039,0,0,0.6065,0.0064,14.834,14.8436,0.624,0.0214,0.0012,0.0007,0.6065,0.035,9.0601,9.2891
"ABfoLS_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",68.883,0.0984,0.00178,68.8906,0.2998,0.0057,0.0001,0.0001,0.2849,0.0086,22.7362,21.1408,0.2998,0.0315,0.0022,0.0014,0.2849,0.0472,13.8562,13.408
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",3149.6619,8.7491,0.001545,3149.6821,-0.8086,0.0233,0.0007,0.0006,-5.468,0.0258,105.9951,65.2096,-0.8086,0.1281,0.0202,0.0119,-5.468,0.142,62.2819,45.761
"BFO_MLNN-sliding_2-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",2918.7074,8.1075,0.001022,2918.7104,0.6148,0.0042,0,0,0.6122,0.0063,17.0159,16.008,0.6148,0.023,0.0012,0.0007,0.6122,0.0348,10.1915,10.0119
"BFO_MLNN-sliding_5-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",3047.7097,8.4659,0.00161,3047.7236,0.3944,0.0057,0.0001,0.0001,0.3312,0.0083,23.7443,21.0651,0.3944,0.0316,0.0021,0.0013,0.3312,0.0457,14.344,13.3728
"CRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",246.8427,0.3526,0.001123,246.8536,0.6032,0.0043,0,0,0.6019,0.0064,17.2246,17.2577,0.6032,0.0239,0.0012,0.0008,0.6019,0.0352,10.5396,10.538
"CRO_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",235.1296,0.3359,0.000889,235.1327,0.6579,0.0039,0,0,0.6572,0.0059,15.2967,15.1958,0.6579,0.0213,0.0011,0.0007,0.6572,0.0327,9.3578,9.3652
"CRO_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",250.1736,0.3574,0.000832,250.1801,0.6464,0.004,0,0,0.6455,0.006,15.966,15.9924,0.6464,0.0222,0.0011,0.0007,0.6455,0.0332,9.7716,9.8109
"DE_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-de_{'epoch': 700, 'pop_size': 200, 'Wf': 0.8, 'Cr': 0.9}",579.0677,0.8272,0.001288,579.0775,-0.3215,0.0085,0.0002,0.0001,-0.4836,0.0124,35.34,29.2978,-0.3215,0.0467,0.0046,0.0027,-0.4836,0.068,21.3055,18.9057
"DE_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-de_{'epoch': 700, 'pop_size': 200, 'Wf': 0.8, 'Cr': 0.9}",452.3071,0.6462,0.000883,452.31,0.5794,0.0049,0,0,0.5411,0.0069,19.7146,18.3415,0.5794,0.0271,0.0014,0.0009,0.5411,0.0378,12.0081,11.5465
"DE_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-de_{'epoch': 700, 'pop_size': 200, 'Wf': 0.8, 'Cr': 0.9}",488.3134,0.6976,0.001156,488.3187,0.4684,0.0105,0.0002,0.0001,-0.4652,0.0123,45.5998,35.3919,0.4684,0.0579,0.0046,0.0028,-0.4652,0.0676,27.1951,23.3072
"GA_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-ga_{'epoch': 700, 'pop_size': 200, 'pc': 0.95, 'pm': 0.025}",483.88,0.6913,0.000927,483.8956,0.6187,0.0041,0,0,0.6135,0.0063,15.9188,16.3162,0.6187,0.0224,0.0012,0.0007,0.6135,0.0347,9.7738,9.9584
"GA_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-ga_{'epoch': 700, 'pop_size': 200, 'pc': 0.95, 'pm': 0.025}",434.6128,0.6209,0.00068,434.6156,0.6679,0.0038,0,0,0.6663,0.0059,15.1145,14.7418,0.6679,0.0208,0.001,0.0006,0.6663,0.0322,9.2025,9.1354
"GA_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-ga_{'epoch': 700, 'pop_size': 200, 'pc': 0.95, 'pm': 0.025}",451.8461,0.6455,0.00084,451.853,0.6442,0.0038,0,0,0.6426,0.0061,15.0839,15.1438,0.6442,0.0212,0.0011,0.0007,0.6426,0.0334,9.243,9.3292
"LSTM-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2286.6193,2.2866,2.96141624,2289.5952,0.7074,0.0038,0,0,0.6981,0.0062,14.8291,15.4336,0.7074,0.0208,0.0011,0.0007,0.6981,0.0338,9.0369,9.3593
"LSTM-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",591.1563,0.5912,2.49184918,593.6508,0.7145,0.004,0,0,0.7069,0.0061,16.563,15.772,0.7145,0.0222,0.0011,0.0007,0.7069,0.0333,9.9233,9.7451
