model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"ABfoLS_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",95.2113,0.136,0.002458,95.2263,0.9755,0.0365,0.0018,0.0011,0.9682,0.0426,18.1502,15.6937,0.9755,35.2392,1691.8145,0.0177,0.9682,41.1317,11.5091,10.6214
"ABfoLS_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",92.9885,0.1328,0.002745,92.9926,0.9928,0.0146,0.0004,0.0002,0.9928,0.0202,5.4743,5.4372,0.9928,14.0956,382.285,0.0028,0.9928,19.5521,3.7589,3.7537
"ABfoLS_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",106.4132,0.152,0.002609,106.4216,0.988,0.0198,0.0007,0.0004,0.9876,0.0266,7.7562,8.2127,0.988,19.1293,657.3863,0.0054,0.9876,25.6395,5.2597,5.4269
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1736.322,4.8231,0.001432,1736.3335,0.9824,0.0248,0.001,0.0006,0.9823,0.0317,10.9787,10.5072,0.9824,23.9678,939.9361,0.0088,0.9823,30.6584,7.1196,7.0279
"BFO_MLNN-sliding_2-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1654.3522,4.5954,0.001207,1654.3546,0.995,0.0125,0.0003,0.0002,0.9949,0.0171,4.7846,4.7128,0.995,12.0923,271.7448,0.002,0.9949,16.4847,3.2621,3.2392
"BFO_MLNN-sliding_5-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1694.4545,4.7068,0.001324,1694.462,0.9922,0.0155,0.0004,0.0002,0.9922,0.0211,6.0556,5.9737,0.9922,15.0043,416.0507,0.0031,0.9922,20.3973,4.0738,4.0664
"CRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",363.8656,0.5198,0.001072,363.8776,0.9934,0.014,0.0004,0.0002,0.9934,0.0194,5.6353,5.5615,0.9934,13.5579,349.7406,0.0028,0.9934,18.7014,3.7764,3.7557
"CRO_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",356.3557,0.5091,0.001386,356.3583,0.9954,0.0115,0.0003,0.0001,0.9954,0.0161,4.2619,4.2575,0.9954,11.0998,242.9218,0.0018,0.9954,15.5859,2.9388,2.9403
"CRO_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",360.1774,0.5145,0.001363,360.1845,0.995,0.0123,0.0003,0.0002,0.995,0.0169,4.7313,4.6955,0.995,11.8403,267.7851,0.0021,0.995,16.3641,3.2155,3.2071
"DE_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-de_{'epoch': 700, 'pop_size': 200, 'Wf': 0.8, 'Cr': 0.9}",709.2101,1.0132,0.001225,709.2211,0.9911,0.0273,0.001,0.0007,0.9819,0.0322,13.7767,15.9013,0.9911,26.3734,964.7329,0.0154,0.9819,31.0601,8.7377,9.405
"DE_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-de_{'epoch': 700, 'pop_size': 200, 'Wf': 0.8, 'Cr': 0.9}",664.1034,0.9487,0.001135,664.1065,0.9942,0.0138,0.0003,0.0002,0.9942,0.0182,6.0777,5.8243,0.9942,13.3377,308.0639,0.0027,0.9942,17.5517,3.9213,3.8505
"DE_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-de_{'epoch': 700, 'pop_size': 200, 'Wf': 0.8, 'Cr': 0.9}",684.0288,0.9772,0.001199,684.0353,0.9923,0.0161,0.0005,0.0003,0.9917,0.0217,6.1237,6.3273,0.9923,15.5364,439.6947,0.0035,0.9917,20.9689,4.216,4.3082
"GA_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-ga_{'epoch': 700, 'pop_size': 200, 'pc': 0.95, 'pm': 0.025}",692.1391,0.9888,0.001632,692.1494,0.995,0.0124,0.0003,0.0002,0.995,0.017,5.0936,5.0093,0.995,12.001,268.126,0.0023,0.995,16.3746,3.3986,3.3733
"GA_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-ga_{'epoch': 700, 'pop_size': 200, 'pc': 0.95, 'pm': 0.025}",657.7626,0.9397,0.001063,657.7659,0.9953,0.0119,0.0003,0.0001,0.9953,0.0164,4.5068,4.4539,0.9953,11.452,249.8473,0.0018,0.9953,15.8066,3.078,3.0622
"GA_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-ga_{'epoch': 700, 'pop_size': 200, 'pc': 0.95, 'pm': 0.025}",644.1175,0.9202,0.00137,644.1274,0.9946,0.0127,0.0003,0.0002,0.9946,0.0176,4.7545,4.7874,0.9946,12.225,287.3724,0.0022,0.9946,16.9521,3.2672,3.281
"LSTM-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",6558.4043,6.5584,0.78795099,6559.216,0.9963,0.0113,0.0002,0.0001,0.9962,0.0157,4.0726,4.0923,0.9963,10.8855,231.0624,0.0017,0.9962,15.2007,2.8051,2.8196
"LSTM-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1891.2827,1.8913,0.43762016,1891.7224,0.9958,0.0118,0.0003,0.0001,0.9958,0.0164,4.1809,4.1779,0.9958,11.3567,251.4534,0.0018,0.9958,15.8573,2.8987,2.9017
"LSTM-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3813.6729,3.8137,0.62732363,3814.3043,0.996,0.0119,0.0003,0.0001,0.9959,0.0163,4.3203,4.2743,0.996,11.4973,249.1976,0.0018,0.9959,15.786,2.9726,2.9564
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",281.5566,0.1408,0.149592,281.7183,0.9961,0.0124,0.0003,0.0001,0.9957,0.0167,4.6419,4.5529,0.9961,11.9317,260.1858,0.0019,0.9957,16.1303,3.1587,3.124
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",267.5974,0.1338,0.169185,267.7678,0.9958,0.012,0.0003,0.0001,0.9956,0.0168,4.2523,4.2992,0.9958,11.6244,264.4971,0.0019,0.9956,16.2634,2.9542,2.9767
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",276.7529,0.1384,0.127264,276.8888,0.9959,0.0117,0.0003,0.0001,0.9958,0.0164,4.1793,4.215,0.9959,11.3198,251.7181,0.0018,0.9958,15.8656,2.8936,2.911
"OCRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",352.8849,0.5041,0.001397,352.896,0.9954,0.0119,0.0003,0.0001,0.9954,0.0163,4.6781,4.6424,0.9954,11.4932,247.0588,0.002,0.9954,15.7181,3.1583,3.1507
"OCRO_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",353.7836,0.5054,0.001002,353.7858,0.9954,0.0118,0.0003,0.0001,0.9954,0.0163,4.5286,4.4763,0.9954,11.3467,246.8716,0.0018,0.9954,15.7121,3.0722,3.0609
"OCRO_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",344.7701,0.4925,0.001191,344.7769,0.9955,0.0115,0.0003,0.0001,0.9955,0.016,4.4183,4.3942,0.9955,11.139,239.4548,0.0018,0.9955,15.4743,3.0022,3.0016
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",681.9215,0.9742,0.001176,681.9328,0.9949,0.0122,0.0003,0.0002,0.9949,0.017,4.8241,4.7822,0.9949,11.8251,270.1377,0.0021,0.9949,16.4359,3.2519,3.2451
"PSO_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",642.7279,0.9182,0.001499,642.7306,0.9955,0.0115,0.0003,0.0001,0.9955,0.0161,4.2606,4.2437,0.9955,11.0576,241.3476,0.0018,0.9955,15.5354,2.9326,2.93
"PSO_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",636.2408,0.9089,0.001415,636.2471,0.9956,0.0113,0.0003,0.0001,0.9956,0.0159,4.2247,4.2104,0.9956,10.9178,236.5615,0.0018,0.9956,15.3806,2.9031,2.9003
"RNN-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",6685.8532,6.6859,0.86832523,6686.7356,0.9932,0.0166,0.0004,0.0002,0.9932,0.021,7.057,6.68,0.9932,15.9929,412.1888,0.0034,0.9932,20.3024,4.5477,4.4343
"RNN-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2157.545,2.1575,0.50637746,2158.0527,0.9931,0.0164,0.0004,0.0002,0.9931,0.0212,6.7159,6.3958,0.9931,15.8256,419.6086,0.0032,0.9931,20.4844,4.3569,4.2675
"RNN-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3897.4211,3.8974,0.70843101,3898.134,0.9937,0.0159,0.0004,0.0002,0.9936,0.0203,6.7485,6.4095,0.9937,15.3585,384.1337,0.0032,0.9936,19.5993,4.3619,4.2599
