model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"RNN-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",10128.5369,10.1285,2.76059365,10131.3035,0.7062,0.005,0,0,0.6326,0.0068,21.806,19.1943,0.7062,0.0274,0.0014,0.0009,0.6326,0.0373,12.7803,11.9892
"RNN-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",6827.2433,6.8272,5.87198019,6833.1268,0.7008,0.0044,0,0,0.6709,0.0064,18.5511,16.937,0.7008,0.0242,0.0012,0.0008,0.6709,0.0353,10.9978,10.5407
"RNN-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",6902.1151,6.9021,8.7842226,6910.9082,0.7081,0.0043,0,0,0.6851,0.0063,18.0352,16.5922,0.7081,0.0235,0.0012,0.0007,0.6851,0.0346,10.6865,10.3007
"RNN-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",6866.9286,6.8669,14.96322203,6881.8999,0.7034,0.0039,0,0,0.701,0.0061,15.8143,15.203,0.7034,0.0214,0.0011,0.0007,0.701,0.0337,9.4847,9.383
"RNN-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",9450.478,9.4505,15.41004205,9465.899,0.706,0.004,0,0,0.7001,0.0061,16.2543,15.4611,0.706,0.0218,0.0011,0.0007,0.7001,0.0337,9.7204,9.5551
"RNN-1HL-sliding_10-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",10861.0666,10.8611,24.37796593,10885.4543,0.7058,0.004,0,0,0.6967,0.0062,16.6754,15.6984,0.7058,0.0222,0.0012,0.0007,0.6967,0.0339,9.9442,9.7173
"RNN-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2308.5056,2.3085,2.24239278,2310.7504,0.7126,0.004,0,0,0.703,0.0061,16.5142,15.63,0.7126,0.0221,0.0011,0.0007,0.703,0.0335,9.8934,9.6739
"RNN-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1556.2363,1.5562,5.400069,1561.639,0.7102,0.0044,0,0,0.6783,0.0063,18.5233,17.0108,0.7102,0.0243,0.0012,0.0007,0.6783,0.0349,11.0397,10.5912
"RNN-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1558.7772,1.5588,9.01804328,1567.7991,0.7121,0.0042,0,0,0.6901,0.0062,17.6819,16.4208,0.7121,0.0234,0.0012,0.0007,0.6901,0.0343,10.557,10.2004
"RNN-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",1565.8214,1.5658,11.0038352,1576.8272,0.7118,0.0038,0,0,0.6999,0.0061,15.1016,15.8985,0.7118,0.0211,0.0011,0.0007,0.6999,0.0337,9.2221,9.5704
"RNN-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",2382.5682,2.3826,15.40940118,2397.9808,0.716,0.004,0,0,0.7088,0.006,16.362,15.5919,0.716,0.0219,0.0011,0.0007,0.7088,0.0332,9.8101,9.6337
"RNN-1HL-sliding_2-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3020.4505,3.0205,17.72838354,3038.1819,0.712,0.004,0,0,0.7061,0.0061,16.1905,15.5121,0.712,0.0218,0.0011,0.0007,0.7061,0.0334,9.7298,9.58
"RNN-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",5493.1676,5.4932,2.47144055,5495.6452,0.6987,0.0038,0,0,0.6987,0.0061,15.1775,15.0391,0.6987,0.0209,0.0011,0.0007,0.6987,0.0338,9.1805,9.2319
"RNN-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3781.4936,3.7815,5.60375381,3787.1027,0.7035,0.0046,0,0,0.6551,0.0066,19.9595,17.8875,0.7035,0.0255,0.0013,0.0008,0.6551,0.0362,11.7629,11.1528
"RNN-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3728.7138,3.7287,9.24311805,3737.9661,0.7073,0.0037,0,0,0.7067,0.0061,14.8263,14.743,0.7073,0.0204,0.0011,0.0007,0.7067,0.0333,8.9564,9.044
"RNN-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",3899.3035,3.8993,11.40508866,3910.7123,0.706,0.0059,0.0001,0.0001,0.5529,0.0075,26.3167,22.4732,0.706,0.0324,0.0017,0.0011,0.5529,0.0412,15.3637,14.1264
"RNN-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",5318.9732,5.319,14.9881506,5333.9643,0.7093,0.0039,0,0,0.7062,0.0061,15.8428,15.1363,0.7093,0.0212,0.0011,0.0007,0.7062,0.0334,9.4648,9.3417
"RNN-1HL-sliding_5-net_para_[[5], 1000, 128, 0.0001, ('elu', 'elu'), 'adam', 'mse']",6493.7821,6.4938,19.31257677,6513.0978,0.703,0.0039,0,0,0.7,0.0061,15.9041,15.2703,0.703,0.0215,0.0011,0.0007,0.7,0.0337,9.5383,9.4258
