model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",475.3121,0.679,0.001035,475.3269,0.6545,0.0039,0,0,0.6539,0.006,15.3627,15.1881,0.6545,0.0213,0.0011,0.0007,0.6539,0.0329,9.3835,9.3679
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",469.1905,0.6703,0.000878,469.2081,0.6163,0.0042,0,0,0.6163,0.0063,16.6968,16.4552,0.6163,0.0232,0.0012,0.0007,0.6163,0.0346,10.1929,10.1797
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",476.7253,0.681,0.000986,476.7437,0.6132,0.0041,0,0,0.6132,0.0063,16.5545,16.3051,0.6132,0.0228,0.0012,0.0007,0.6132,0.0347,10.0736,10.0623
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",480.2817,0.6861,0.00088,480.296,0.618,0.0042,0,0,0.6171,0.0063,16.4382,16.4701,0.618,0.023,0.0012,0.0007,0.6171,0.0346,10.0698,10.1443
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",464.6952,0.6639,0.00097,464.7115,0.6324,0.0041,0,0,0.6322,0.0062,16.4637,16.243,0.6324,0.0227,0.0011,0.0007,0.6322,0.0339,10.0337,10.0156
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",469.5631,0.6708,0.001108,469.5812,0.6555,0.004,0,0,0.6508,0.006,16.3273,15.6105,0.6555,0.0219,0.0011,0.0007,0.6508,0.033,9.8311,9.6798
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",479.6847,0.6853,0.001196,479.702,0.6249,0.0041,0,0,0.6235,0.0062,16.5468,16.1652,0.6249,0.0228,0.0012,0.0007,0.6235,0.0343,10.0908,10.0069
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",473.8973,0.677,0.000824,473.9131,0.6399,0.004,0,0,0.6391,0.0061,15.7928,15.4115,0.6399,0.0218,0.0011,0.0007,0.6391,0.0336,9.6272,9.5517
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",458.3657,0.6548,0.000964,458.3843,0.6142,0.0041,0,0,0.6142,0.0063,16.1811,15.9103,0.6142,0.0226,0.0012,0.0007,0.6142,0.0347,9.8892,9.8694
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",449.2321,0.6418,0.000835,449.2488,0.6018,0.0043,0,0,0.6018,0.0064,16.9667,16.8787,0.6018,0.0237,0.0012,0.0008,0.6018,0.0352,10.3888,10.4054
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",463.7979,0.6626,0.001103,463.8116,0.545,0.0047,0,0,0.5449,0.0068,18.6721,18.4169,0.545,0.0257,0.0014,0.0009,0.5449,0.0377,11.3841,11.3635
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",455.0147,0.65,0.001171,455.0292,0.6241,0.0042,0,0,0.6228,0.0062,16.8771,16.4756,0.6241,0.0232,0.0012,0.0007,0.6228,0.0343,10.2809,10.1939
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",452.7966,0.6469,0.001202,452.8132,0.5272,0.0048,0,0,0.5271,0.007,18.828,18.9828,0.5272,0.0263,0.0015,0.0009,0.5271,0.0384,11.5603,11.6014
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",460.8443,0.6583,0.000868,460.8557,0.6343,0.0041,0,0,0.6329,0.0062,16.2942,15.9134,0.6343,0.0224,0.0011,0.0007,0.6329,0.0338,9.9134,9.8396
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",456.3388,0.6519,0.00106,456.3551,0.6868,0.0037,0,0,0.6864,0.0057,14.5374,14.2981,0.6868,0.0201,0.001,0.0006,0.6864,0.0313,8.8114,8.8495
"PSO_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",444.0017,0.6343,0.000912,444.0045,0.6687,0.0037,0,0,0.668,0.0058,14.8124,14.6552,0.6687,0.0205,0.001,0.0006,0.668,0.0322,9.0427,9.0469
"PSO_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",432.7799,0.6183,0.001022,432.7825,0.6702,0.0037,0,0,0.6698,0.0058,14.8471,14.7398,0.6702,0.0206,0.001,0.0006,0.6698,0.0321,9.0706,9.0889
"PSO_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",435.123,0.6216,0.001149,435.1258,0.6752,0.0037,0,0,0.6747,0.0058,14.6036,14.4281,0.6752,0.0202,0.001,0.0006,0.6747,0.0318,8.9031,8.9113
"PSO_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",439.1083,0.6273,0.001109,439.1115,0.6696,0.0037,0,0,0.6689,0.0058,14.8883,14.665,0.6696,0.0205,0.001,0.0006,0.6689,0.0321,9.0719,9.0621
"PSO_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",420.3712,0.6005,0.000968,420.3741,0.6451,0.0039,0,0,0.6447,0.006,15.5507,15.6221,0.6451,0.0217,0.0011,0.0007,0.6447,0.0333,9.5386,9.5822
"PSO_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",424.5314,0.6065,0.000901,424.5342,0.6622,0.0038,0,0,0.6617,0.0059,15.1973,15.1109,0.6622,0.0211,0.0011,0.0007,0.6617,0.0325,9.2928,9.3143
