model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"OCRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",256.9966,0.3671,0.000972,257.0072,0.1427,0.0054,0.0001,0.0001,0.1411,0.0079,39.5136,32.6378,0.1427,0.3043,0.203,0.0381,0.1411,0.4506,35.7968,30.6122
"OCRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",246.3513,0.3519,0.001095,246.3686,0.1356,0.0054,0.0001,0.0001,0.1327,0.008,40.444,32.8373,0.1356,0.3068,0.205,0.0387,0.1327,0.4528,36.5312,30.8175
"OCRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",252.0039,0.36,0.001973,252.0182,0.1262,0.0054,0.0001,0.0001,0.119,0.008,40.3738,32.9552,0.1262,0.3091,0.2082,0.0389,0.119,0.4563,36.6343,30.9135
"OCRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",251.5012,0.3593,0.001072,251.517,0.1499,0.0054,0.0001,0.0001,0.1421,0.0079,40.9309,32.6872,0.1499,0.3059,0.2028,0.0383,0.1421,0.4503,36.9523,30.6791
"OCRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",249.7894,0.3568,0.001579,249.8062,0.1136,0.0055,0.0001,0.0001,0.1105,0.0081,41.1602,33.1785,0.1136,0.3103,0.2102,0.0397,0.1105,0.4585,37.1319,31.1435
"OCRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",252.4828,0.3607,0.000918,252.4989,0.1173,0.0054,0.0001,0.0001,0.1155,0.008,39.8835,33.2375,0.1173,0.3096,0.2091,0.0393,0.1155,0.4572,36.1946,31.1642
"OCRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",251.5574,0.3594,0.001061,251.5727,0.1107,0.0055,0.0001,0.0001,0.1063,0.0081,40.4945,33.3526,0.1107,0.3117,0.2112,0.0397,0.1063,0.4596,36.7461,31.2816
"OCRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",255.4805,0.365,0.001013,255.4911,0.1319,0.0054,0.0001,0.0001,0.1266,0.008,40.9245,32.9248,0.1319,0.3081,0.2064,0.0389,0.1266,0.4544,36.9596,30.901
"OCRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",250.9867,0.3586,0.001306,250.9984,0.1059,0.0055,0.0001,0.0001,0.099,0.0081,40.6814,33.3212,0.1059,0.3129,0.213,0.0399,0.099,0.4615,36.9405,31.2557
"OCRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_para_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.8, 'Fa': 0.1, 'Fd': 0.3, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}-ocro_{'restart_count': 55}",254.7416,0.3639,0.000839,254.7541,0.1403,0.0054,0.0001,0.0001,0.1352,0.008,41.2078,32.9991,0.1403,0.3081,0.2044,0.0388,0.1352,0.4521,37.1794,30.9723
