model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1777.5856,4.9377,0.001806,1777.6017,-0.9901,0.0091,0.0002,0.0001,-1.073,0.0123,73.4066,52.8528,-0.9901,0.5142,0.49,0.099,-1.073,0.7,65.9789,50.0739
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1797.3183,4.9926,0.001045,1797.3306,-1.5587,0.0099,0.0002,0.0002,-1.7226,0.0141,66.1768,71.002,-1.5587,0.5631,0.6435,0.1434,-1.7226,0.8022,60.9186,66.5628
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1732.6608,4.8129,0.001056,1732.6755,-2.1566,0.0115,0.0002,0.0002,-2.2813,0.0155,92.9898,64.5662,-2.1566,0.6512,0.7756,0.1546,-2.2813,0.8807,83.2917,61.528
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1705.9033,4.7386,0.003587,1705.9196,-3.528,0.0129,0.0003,0.0002,-3.7334,0.0186,90.8798,85.7873,-3.528,0.732,1.1188,0.1925,-3.7334,1.0577,83.3092,82.0329
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",2201.2941,6.1147,0.001791,2201.3145,-6.9146,0.0261,0.0012,0.0003,-15.0579,0.0343,172.8765,159.1889,-6.9146,1.4855,3.7956,0.3587,-15.0579,1.9482,160.6675,156.1101
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",2932.6789,8.1463,0.000871,2932.6953,-4.0171,0.0164,0.0004,0.0003,-4.6581,0.0204,134.7212,80.6944,-4.0171,0.9291,1.3374,0.2139,-4.6581,1.1565,121.8098,77.6795
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",2907.2996,8.0758,0.001383,2907.3095,-2.6547,0.0156,0.0004,0.0002,-4.4633,0.02,107.6994,124.9672,-2.6547,0.8844,1.2914,0.25,-4.4633,1.1364,99.2036,120.6531
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",2870.2075,7.9728,0.000967,2870.2298,-1.1194,0.019,0.0005,0.0002,-5.2488,0.0214,139.0784,165.0533,-1.1194,1.0808,1.477,0.3294,-5.2488,1.2153,127.5144,162.4711
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",3055.5054,8.4875,0.001522,3055.5229,-1.9906,0.0157,0.0004,0.0004,-4.1938,0.0195,132.6228,69.9849,-1.9906,0.8917,1.2276,0.1961,-4.1938,1.108,119.9606,67.0698
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",3123.8367,8.6773,0.006862,3123.8561,-0.5805,0.0075,0.0001,0.0001,-0.5908,0.0108,55.319,48.1557,-0.5805,0.425,0.376,0.0824,-0.5908,0.6132,49.873,45.3379
