model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",197.4741,0.0987,0.584753,198.0616,0.6937,0.0039,0.0,0.0,0.6918,0.0062,15.4792,15.8682,0.6937,0.0216,0.0012,0.0007,0.6918,0.0342,9.4341,9.6187
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",201.8767,0.1009,0.617219,202.5014,0.6979,0.0044,0.0,0.0,0.6781,0.0063,17.8506,16.7588,0.6979,0.024,0.0012,0.0007,0.6781,0.0349,10.7384,10.4144
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",208.5042,0.1043,0.771887,209.2896,0.7126,0.0039,0.0,0.0,0.7118,0.006,15.7234,15.9262,0.7126,0.0216,0.0011,0.0007,0.7118,0.0331,9.5163,9.6758
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",245.4595,0.1227,1.459166,246.9224,0.7005,0.0039,0.0,0.0,0.7003,0.0061,15.5184,15.4081,0.7005,0.0214,0.0011,0.0007,0.7003,0.0337,9.4172,9.4385
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",253.4861,0.1267,1.648219,255.1422,0.7117,0.004,0.0,0.0,0.7111,0.006,15.9444,15.8154,0.7117,0.0219,0.0011,0.0007,0.7111,0.0331,9.6532,9.6762
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",258.3247,0.1292,1.409489,259.7655,0.6892,0.0049,0.0,0.0,0.6342,0.0068,20.5385,18.6838,0.6892,0.0271,0.0014,0.0008,0.6342,0.0372,12.2921,11.6847
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",290.5088,0.1453,1.967206,292.478,0.6873,0.0043,0.0,0.0,0.6734,0.0064,17.3585,16.3089,0.6873,0.0234,0.0012,0.0007,0.6734,0.0352,10.4282,10.1323
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",296.4303,0.1482,2.069363,298.5079,0.6883,0.0041,0.0,0.0,0.6863,0.0063,16.3837,16.1716,0.6883,0.0227,0.0012,0.0007,0.6863,0.0345,9.9614,9.9236
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",304.0805,0.152,2.129858,306.2197,0.6785,0.0042,0.0,0.0,0.6785,0.0063,16.8305,17.1821,0.6785,0.0232,0.0012,0.0007,0.6785,0.0349,10.2285,10.3541
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",344.4206,0.1722,3.087,347.5097,0.6865,0.0039,0.0,0.0,0.6854,0.0063,15.5007,15.6733,0.6865,0.0216,0.0012,0.0007,0.6854,0.0345,9.4399,9.5647
