model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"ABfoLS_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",70.4142,0.1006,0.00134,70.4174,0.6703,0.0038,0.0,0.0,0.6686,0.0058,15.2158,14.7117,0.6703,0.0211,0.001,0.0006,0.6686,0.0321,9.2461,9.1677
"ABfoLS_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",65.804,0.094,0.001796,65.8143,0.4061,0.0055,0.0001,0.0001,0.3851,0.008,23.1775,21.1786,0.4061,0.0305,0.0019,0.0012,0.3851,0.0438,13.7783,13.3329
"ABfoLS_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",71.2257,0.1018,0.00222,71.2463,-0.9658,0.0108,0.0002,0.0002,-1.1692,0.015,43.2307,52.5265,-0.9658,0.0594,0.0068,0.0042,-1.1692,0.0823,26.4828,30.5202
"ABfoLS_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",66.3761,0.0948,0.001211,66.3797,0.4497,0.0049,0.0001,0.0001,0.449,0.0075,19.3153,18.3892,0.4497,0.0268,0.0017,0.001,0.449,0.0414,11.7754,11.5364
"ABfoLS_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",72.669,0.1038,0.001217,72.6761,0.559,0.0048,0.0,0.0,0.5526,0.0068,20.0911,18.6023,0.559,0.0261,0.0014,0.0009,0.5526,0.0373,11.8596,11.584
"ABfoLS_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",73.8895,0.1056,0.000968,73.9021,-0.0049,0.0073,0.0001,0.0001,-0.0157,0.0102,28.5734,28.4973,-0.0049,0.04,0.0032,0.002,-0.0157,0.0563,17.5616,17.6488
"ABfoLS_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",68.7929,0.0983,0.001189,68.7956,0.5937,0.0042,0.0,0.0,0.5933,0.0065,16.3955,16.3328,0.5937,0.0231,0.0013,0.0008,0.5933,0.0356,10.0677,10.0613
"ABfoLS_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",72.7314,0.1039,0.001009,72.7387,0.2246,0.0057,0.0001,0.0001,0.2182,0.009,23.1817,20.9838,0.2246,0.0315,0.0024,0.0015,0.2182,0.0494,13.9243,13.349
"ABfoLS_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",77.5476,0.1108,0.001096,77.57,-0.6343,0.0088,0.0002,0.0001,-0.6344,0.013,35.2784,34.6783,-0.6343,0.0482,0.0051,0.0032,-0.6344,0.0714,21.4786,22.0017
"ABfoLS_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",64.69,0.0924,0.001153,64.693,0.554,0.0044,0.0,0.0,0.5314,0.0069,17.3087,18.2826,0.554,0.0245,0.0015,0.0009,0.5314,0.0382,10.6682,11.0349
