model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"CRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",261.3955,0.3734,0.00107,261.41,0.6114,0.0043,0,0,0.6112,0.0063,17.1685,16.8053,0.6114,0.0235,0.0012,0.0008,0.6112,0.0348,10.4225,10.3702
"CRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",267.9836,0.3828,0.001171,267.993,0.6235,0.0042,0,0,0.6229,0.0062,16.5989,16.2929,0.6235,0.0228,0.0012,0.0007,0.6229,0.0343,10.1245,10.0681
"CRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",265.8495,0.3798,0.001724,265.8675,0.6556,0.004,0,0,0.6541,0.006,15.9675,15.5467,0.6556,0.0218,0.0011,0.0007,0.6541,0.0328,9.6861,9.6162
"CRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",272.5948,0.3894,0.000813,272.6129,0.6049,0.0043,0,0,0.6037,0.0064,16.9735,16.9607,0.6049,0.0237,0.0012,0.0008,0.6037,0.0352,10.408,10.393
"CRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",259.332,0.3705,0.001044,259.3501,0.6014,0.0043,0,0,0.5917,0.0065,16.8575,17.4417,0.6014,0.0236,0.0013,0.0008,0.5917,0.0357,10.3546,10.6232
"CRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",261.3966,0.3734,0.001135,261.4124,0.6656,0.0038,0,0,0.6656,0.0059,15.1791,15.0315,0.6656,0.0211,0.001,0.0006,0.6656,0.0323,9.2638,9.2852
"CRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",264.5346,0.3779,0.001069,264.5525,0.6195,0.0042,0,0,0.6191,0.0063,16.4606,16.4119,0.6195,0.0229,0.0012,0.0007,0.6191,0.0345,10.073,10.0743
"CRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",273.1341,0.3902,0.000893,273.1489,0.6511,0.004,0,0,0.6511,0.006,15.9124,15.8808,0.6511,0.022,0.0011,0.0007,0.6511,0.033,9.7164,9.7571
"CRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",258.9614,0.3699,0.001038,258.9758,0.6524,0.0039,0,0,0.6523,0.006,15.3731,15.2989,0.6524,0.0213,0.0011,0.0007,0.6523,0.0329,9.3965,9.4269
"CRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",272.7402,0.3896,0.001156,272.7534,0.6266,0.0042,0,0,0.626,0.0062,16.9545,16.438,0.6266,0.0231,0.0012,0.0007,0.626,0.0342,10.2841,10.1984
"CRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",261.027,0.3729,0.001057,261.0441,0.6286,0.0041,0,0,0.628,0.0062,16.6954,16.3573,0.6286,0.0228,0.0012,0.0007,0.628,0.0341,10.1322,10.0854
"CRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",271.9616,0.3885,0.00092,271.9735,0.6534,0.004,0,0,0.6508,0.006,16.2034,15.6644,0.6534,0.0219,0.0011,0.0007,0.6508,0.033,9.7953,9.6887
"CRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",261.968,0.3742,0.000912,261.9899,0.6457,0.004,0,0,0.6433,0.0061,16.0546,15.7609,0.6457,0.0221,0.0011,0.0007,0.6433,0.0334,9.7953,9.7292
"CRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",266.5081,0.3807,0.000801,266.5198,0.5864,0.0044,0,0,0.5857,0.0065,17.4412,17.814,0.5864,0.0244,0.0013,0.0008,0.5857,0.0359,10.702,10.836
"CRO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",255.8285,0.3655,0.001131,255.8573,0.6068,0.0042,0,0,0.6068,0.0064,16.8381,16.9208,0.6068,0.0234,0.0012,0.0008,0.6068,0.035,10.3034,10.3382
"CRO_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",233.7918,0.334,0.00071,233.7945,0.6596,0.0038,0,0,0.659,0.0059,15.1914,15.0956,0.6596,0.0211,0.0011,0.0007,0.659,0.0326,9.2905,9.3056
"CRO_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",239.6482,0.3424,0.000886,239.6515,0.6797,0.0037,0,0,0.6796,0.0057,14.6202,14.524,0.6797,0.0203,0.001,0.0006,0.6796,0.0316,8.9221,8.9583
"CRO_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",247.301,0.3533,0.000676,247.3034,0.6735,0.0037,0,0,0.6733,0.0058,14.7719,14.6541,0.6735,0.0205,0.001,0.0006,0.6733,0.0319,9.0189,9.0409
"CRO_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-cro_{'epoch': 700, 'pop_size': 200, 'po': 0.4, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'G': [0.02, 0.2], 'GCR': 0.1, 'k': 3}",245.4008,0.3506,0.00089,245.4046,0.6545,0.0039,0,0,0.6542,0.006,15.2332,15.1908,0.6545,0.0212,0.0011,0.0007,0.6542,0.0328,9.3242,9.3509
