model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"BFO_MLNN-sliding_2-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1606.8741,4.4635,0.001088,1606.8767,0.2682,0.0106,0.0002,0.0001,-0.5457,0.0126,47.7031,36.3041,0.2682,0.0581,0.0048,0.003,-0.5457,0.0694,27.9447,23.8108
"BFO_MLNN-sliding_5-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1693.0457,4.7029,0.001036,1693.0494,0.1542,0.0068,0.0001,0.0001,0.0859,0.0097,28.9565,24.9815,0.1542,0.0374,0.0028,0.0018,0.0859,0.0534,17.0926,15.949
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1733.11,4.8142,0.001122,1733.1161,-0.3979,0.0086,0.0002,0.0001,-0.6277,0.013,33.9588,41.7677,-0.3979,0.0474,0.0051,0.0033,-0.6277,0.0713,20.9095,24.8889
"BFO_MLNN-sliding_2-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1596.354,4.4343,0.000983,1596.356,0.6806,0.0036,0.0,0.0,0.6679,0.0058,13.8635,14.3477,0.6806,0.0196,0.001,0.0006,0.6679,0.0322,8.5097,8.7861
"BFO_MLNN-sliding_5-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1670.3242,4.6398,0.000754,1670.3271,0.2003,0.007,0.0001,0.0001,0.0416,0.0099,29.8875,25.1537,0.2003,0.0385,0.003,0.0018,0.0416,0.0547,17.7694,16.1084
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1690.669,4.6963,0.000966,1690.6748,-0.0139,0.0093,0.0001,0.0001,-0.4082,0.012,41.6449,32.3321,-0.0139,0.051,0.0044,0.0027,-0.4082,0.0663,24.3368,21.0993
"BFO_MLNN-sliding_2-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1556.253,4.3229,0.000911,1556.2549,0.6337,0.0043,0.0,0.0,0.6067,0.0064,18.0265,16.3242,0.6337,0.0234,0.0012,0.0008,0.6067,0.035,10.6838,10.2182
"BFO_MLNN-sliding_5-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1618.441,4.4957,0.001456,1618.4452,0.1104,0.007,0.0001,0.0001,0.0314,0.01,28.3103,26.5988,0.1104,0.0386,0.003,0.0018,0.0314,0.0549,17.1981,16.6279
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1663.0201,4.6195,0.000984,1663.0319,-0.2216,0.01,0.0002,0.0001,-0.5104,0.0125,45.4557,37.1877,-0.2216,0.0548,0.0047,0.003,-0.5104,0.0686,26.4011,23.9671
"BFO_MLNN-sliding_2-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1542.265,4.2841,0.000957,1542.267,0.6883,0.009,0.0001,0.0001,0.0322,0.01,41.0947,32.7224,0.6883,0.0495,0.003,0.0019,0.0322,0.0549,24.0382,21.1015
