model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"ABfoLS_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",65.9686,0.0942,0.002137,65.9722,0.5965,0.004,0.0,0.0,0.596,0.0065,15.9518,15.1597,0.5965,0.0219,0.0013,0.0008,0.596,0.0355,9.6355,9.4947
"ABfoLS_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",76.2494,0.1089,0.001227,76.2538,0.4951,0.0051,0.0001,0.0001,0.468,0.0074,21.3092,19.3327,0.4951,0.028,0.0017,0.001,0.468,0.0407,12.6903,12.1309
"ABfoLS_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",66.001,0.0943,0.001177,66.0068,0.283,0.0132,0.0002,0.0002,-1.1216,0.0148,61.871,44.3277,0.283,0.0727,0.0066,0.0042,-1.1216,0.0813,35.9016,29.481
"ABfoLS_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",70.9802,0.1014,0.001096,70.9824,0.5372,0.0043,0.0,0.0,0.5359,0.0069,17.5087,16.3899,0.5372,0.0239,0.0014,0.0009,0.5359,0.038,10.5179,10.3083
"ABfoLS_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",71.0418,0.1015,0.001096,71.0456,0.5652,0.0043,0.0,0.0,0.5652,0.0067,17.1942,16.4769,0.5652,0.0239,0.0014,0.0008,0.5652,0.0368,10.4124,10.3244
"ABfoLS_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",75.748,0.1082,0.001348,75.7554,-0.3277,0.0082,0.0001,0.0001,-0.3415,0.0118,33.2307,33.1159,-0.3277,0.0451,0.0042,0.0026,-0.3415,0.0647,20.2304,20.4558
"ABfoLS_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",69.0144,0.0986,0.000839,69.0161,0.6185,0.004,0.0,0.0,0.6085,0.0063,16.5272,15.3731,0.6185,0.0222,0.0012,0.0007,0.6085,0.0349,9.9297,9.6309
"ABfoLS_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",65.7678,0.094,0.0009,65.7703,0.4483,0.0051,0.0001,0.0001,0.4414,0.0076,21.0533,19.0971,0.4483,0.028,0.0017,0.0011,0.4414,0.0417,12.4749,12.0548
"ABfoLS_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",70.489,0.1007,0.000882,70.4952,0.4472,0.0054,0.0001,0.0001,0.4404,0.0076,22.7049,20.7677,0.4472,0.0294,0.0017,0.0011,0.4404,0.0418,13.3712,12.9678
"ABfoLS_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",73.1003,0.1044,0.000875,73.1022,0.626,0.0039,0.0,0.0,0.6228,0.0062,15.7992,14.8744,0.626,0.0214,0.0012,0.0007,0.6228,0.0343,9.4976,9.3005
"ABfoLS_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",66.9573,0.0957,0.001116,66.9616,0.5726,0.0057,0.0001,0.0001,0.4494,0.0075,25.6821,21.9482,0.5726,0.0316,0.0017,0.0011,0.4494,0.0414,14.9909,13.8254
