7.946800000000000352e+01,8.835015654870326784e+01
7.818800000000000239e+01,8.735733333854665261e+01
8.051100000000000989e+01,8.400681573163092253e+01
7.726999999999999602e+01,8.364525302679508911e+01
8.339900000000000091e+01,8.234867195335442602e+01
7.622599999999999909e+01,8.519861106572591325e+01
7.828600000000000136e+01,8.396929213833720951e+01
8.094199999999999307e+01,8.172059581541122952e+01
8.189699999999999136e+01,8.446206990586935603e+01
8.466700000000000159e+01,8.514847471360891973e+01
7.834399999999999409e+01,8.867655081724720390e+01
8.075499999999999545e+01,8.590854136447597966e+01
8.097499999999999432e+01,8.400020150972450494e+01
8.798899999999999011e+01,8.473856490984890399e+01
8.859899999999998954e+01,8.846167313428574630e+01
7.852700000000000102e+01,9.321742786738631992e+01
8.433899999999999864e+01,8.753495582747117965e+01
7.957699999999999818e+01,8.621439328185985573e+01
8.062399999999999523e+01,8.430353026738055178e+01
8.065399999999999636e+01,8.298779862671726448e+01
8.308400000000000318e+01,8.522203114024949855e+01
8.220799999999999841e+01,8.556237596702877113e+01
7.790000000000000568e+01,8.709790412414922400e+01
8.185699999999999932e+01,8.412536857468349183e+01
8.099399999999999977e+01,8.437487572824463200e+01
7.947899999999999920e+01,8.502160587729123620e+01
8.069100000000000250e+01,8.414837125224626391e+01
7.499299999999999500e+01,8.493670455130740038e+01
7.594299999999999784e+01,8.138357201908127081e+01
7.811199999999999477e+01,7.959249738717842604e+01
8.048000000000000398e+01,8.132726474927473248e+01
7.664800000000001035e+01,8.352486820770550935e+01
7.726999999999999602e+01,8.361955254522072778e+01
7.443000000000000682e+01,8.211631055087407560e+01
7.576699999999999591e+01,8.015960476271810364e+01
7.626800000000000068e+01,7.923809078012921248e+01
7.792900000000000205e+01,8.077905625916146448e+01
7.799800000000000466e+01,8.191750879663553064e+01
7.522599999999999909e+01,8.328214319595510062e+01
7.323699999999999477e+01,8.151520575759388976e+01
7.517600000000000193e+01,7.900338508549866390e+01
7.000600000000000023e+01,7.877454151025656870e+01
6.901200000000000045e+01,7.662995337924350281e+01
6.864799999999999613e+01,7.437246117095095599e+01
7.406000000000000227e+01,7.389376503224457338e+01
7.538400000000000034e+01,7.646981866946103423e+01
7.332200000000000273e+01,8.072474038623107617e+01
7.210300000000000864e+01,8.054944196934813760e+01
6.855700000000000216e+01,7.897095515424314272e+01
6.704300000000000637e+01,7.519904944592909146e+01
6.927299999999999613e+01,7.243515436292109655e+01
6.811599999999999966e+01,7.332612183457358412e+01
6.740300000000000580e+01,7.390611099311324494e+01
6.967399999999999238e+01,7.378903644303225917e+01
6.704899999999999238e+01,7.500635057349035151e+01
7.146699999999999875e+01,7.406679186247346536e+01
6.921500000000000341e+01,7.573804402897488330e+01
6.728399999999999181e+01,7.647247282654707590e+01
7.426000000000000512e+01,7.407408589137882871e+01
7.452199999999999136e+01,7.759481745182036150e+01
8.128399999999999181e+01,7.997312010346770705e+01
7.880500000000000682e+01,8.469954238167012761e+01
8.410299999999999443e+01,8.666294788946628103e+01
8.326800000000000068e+01,8.741055732897525843e+01
8.215000000000000568e+01,8.909878186116077359e+01
8.277400000000000091e+01,8.696463363386733647e+01
8.584600000000000364e+01,8.721534811308644919e+01
8.765999999999999659e+01,8.815962287474310699e+01
8.948500000000001364e+01,9.078383811350524013e+01
9.370200000000001239e+01,9.298054473819996701e+01
9.832399999999999807e+01,9.611564770380842049e+01
1.004140000000000015e+02,1.000824827314553289e+02
1.030649999999999977e+02,1.031402494702070243e+02
1.066800000000000068e+02,1.053661899024116337e+02
1.102229999999999990e+02,1.078080072991118783e+02
1.161970000000000027e+02,1.106161796910162565e+02
1.117770000000000010e+02,1.152957389852849275e+02
1.122129999999999939e+02,1.150727143226424545e+02
1.132160000000000082e+02,1.128847093308263823e+02
1.214389999999999930e+02,1.126917601297651146e+02
1.233689999999999998e+02,1.166943970107352442e+02
1.231410000000000053e+02,1.223274374121834285e+02
1.231389999999999958e+02,1.233536883937316162e+02
1.229939999999999998e+02,1.230665905610056683e+02
1.192630000000000052e+02,1.213843965878259610e+02
1.242539999999999907e+02,1.188549025033019717e+02
1.225750000000000028e+02,1.200509089525497473e+02
1.447369999999999948e+02,1.211300933945049536e+02
1.444809999999999945e+02,1.331302527865155128e+02
1.448549999999999898e+02,1.433647786965968010e+02
1.448919999999999959e+02,1.436408478804071649e+02
1.539060000000000059e+02,1.439137877688316678e+02
1.595409999999999968e+02,1.448421828752712486e+02
1.885290000000000248e+02,1.519643894643168096e+02
2.345659999999999741e+02,1.708777603491759010e+02
3.101140000000000327e+02,2.087836426710061346e+02
3.792340000000000373e+02,2.687746580690016458e+02
4.244219999999999686e+02,3.381583671327590537e+02
4.792640000000000100e+02,3.883665609166884565e+02
5.147359999999999900e+02,4.281260746601204232e+02
5.540209999999999582e+02,4.553239985330880018e+02
6.008580000000000609e+02,4.787314035834808124e+02
6.278759999999999764e+02,5.095132293126319496e+02
6.443690000000000282e+02,5.331229527732020870e+02
6.360230000000000246e+02,5.478594457179247001e+02
6.479069999999999254e+02,5.452094755304394766e+02
7.086319999999999482e+02,5.410481048533257535e+02
7.203079999999999927e+02,5.669801774813010979e+02
7.577119999999998754e+02,5.934256505498048000e+02
7.780860000000000127e+02,6.199238787712303065e+02
8.000499999999999545e+02,6.396452887203706723e+02
7.962580000000000382e+02,6.505418350413042390e+02
7.741449999999999818e+02,6.558701564980602825e+02
7.894060000000000628e+02,6.416019402456644229e+02
8.076030000000000655e+02,6.364144791362813294e+02
8.374400000000000546e+02,6.444531278456715881e+02
8.923500000000000227e+02,6.658679020629102752e+02
8.278560000000001082e+02,7.028461759734066163e+02
7.470729999999999791e+02,6.962804253624734656e+02
7.118450000000001410e+02,6.421289047449488407e+02
6.542050000000000409e+02,5.874885196673031942e+02
6.174650000000000318e+02,5.379875016571170363e+02
5.997250000000000227e+02,5.079474301785134571e+02
5.766150000000000091e+02,4.919000212646427599e+02
5.624640000000000555e+02,4.775554718443190154e+02
5.451559999999999491e+02,4.695465113486959581e+02
5.228969999999999345e+02,4.597300391017270158e+02
5.268330000000000837e+02,4.447591674415954230e+02
5.150529999999999973e+02,4.403115611643950729e+02
4.991589999999999918e+02,4.368192800449792230e+02
4.860509999999999877e+02,4.282590580532902891e+02
4.751419999999999959e+02,4.181675452267051014e+02
