model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"ABfoLS_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",67.216,0.096,0.001188,67.2223,0.9853,0.0096,0.0006,0.0003,0.9853,0.024,5.008,4.9279,0.9853,10.2659,661.4487,0.0049,0.9853,25.7186,4.6865,4.6187
"ABfoLS_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",78.682,0.1124,0.001077,78.6851,0.9729,0.0148,0.0011,0.0005,0.9719,0.0331,8.9311,9.3152,0.9729,15.8689,1261.2753,0.0131,0.9719,35.5144,8.2346,8.513
"ABfoLS_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",69.7474,0.0996,0.001261,69.7571,0.8335,0.0359,0.0069,0.0029,0.8219,0.0833,15.0851,15.1381,0.8335,38.5635,7992.2708,0.0579,0.8219,89.3995,14.21,14.3688
"ABfoLS_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",72.0996,0.103,0.001041,72.1018,0.9871,0.0086,0.0005,0.0002,0.9871,0.0224,4.5713,4.5265,0.9871,9.2675,578.9287,0.0042,0.9871,24.0609,4.2854,4.2441
"ABfoLS_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",69.5668,0.0994,0.001114,69.5704,0.9782,0.0137,0.0009,0.0004,0.9772,0.0298,7.4033,7.2237,0.9782,14.6758,1023.3933,0.0079,0.9772,31.9905,6.8787,6.7427
"ABfoLS_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",70.7347,0.101,0.002186,70.7438,0.9215,0.024,0.0031,0.0015,0.9205,0.0556,11.2912,10.8384,0.9215,25.7364,3565.9888,0.0256,0.9205,59.7159,10.6226,10.2351
"ABfoLS_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",74.0626,0.1058,0.000839,74.0644,0.978,0.0116,0.0009,0.0003,0.9765,0.0302,5.2494,5.3533,0.978,12.4092,1052.6592,0.0046,0.9765,32.4447,4.9016,4.9918
"ABfoLS_MLNN-sliding_5-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",73.4719,0.105,0.001085,73.4752,0.9347,0.029,0.0026,0.0011,0.933,0.0511,22.6066,20.1076,0.9347,31.1363,3003.9061,0.0474,0.933,54.8079,20.5648,18.6491
"ABfoLS_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",69.0432,0.0986,0.00117,69.0549,0.9543,0.0308,0.0021,0.0012,0.9454,0.0461,35.9205,29.4044,0.9543,33.0847,2449.1043,0.1792,0.9454,49.4884,32.6732,27.3622
"ABfoLS_MLNN-sliding_2-nets_[700, (0, 0), 5, (0.6, 0.4)]-abfols_{'epoch': 700, 'pop_size': 200, 'Ci': (0.1, 1e-05), 'Ped': 0.25, 'Ns': 4, 'N_minmax': (3, 40)}",66.362,0.0948,0.000996,66.3639,0.9662,0.0147,0.0014,0.0005,0.9639,0.0375,6.1706,6.2891,0.9662,15.7802,1617.4154,0.0072,0.9639,40.2171,5.7913,5.8942
