model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1728.049,4.8001,0.001025,1728.0562,0.9363,0.0311,0.0031,0.0015,0.9208,0.0555,28.9442,24.1784,0.9363,33.4061,3552.1626,0.0681,0.9208,59.6,26.4885,22.477
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1708.5214,4.7459,0.004563,1708.5317,0.8513,0.0351,0.0059,0.0028,0.8473,0.0771,17.929,16.9853,0.8513,37.6687,6851.5712,0.0507,0.8473,82.7742,16.6918,15.9679
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1692.368,4.701,0.000954,1692.3735,0.9102,0.0326,0.0035,0.0015,0.9101,0.0592,27.6035,24.0295,0.9102,35.0205,4032.4695,0.0615,0.9101,63.5017,25.2401,22.3531
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1657.6472,4.6046,0.000956,1657.653,0.8841,0.0301,0.0048,0.0022,0.8767,0.0693,13.2396,13.4633,0.8841,32.3047,5535.0965,0.0364,0.8767,74.3982,12.4904,12.6557
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",1679.0387,4.664,0.000973,1679.046,0.8902,0.0262,0.0043,0.0016,0.8901,0.0654,14.0288,13.7609,0.8902,28.155,4933.0573,0.3203,0.8901,70.2357,13.1255,12.9977
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",2859.9334,7.9443,0.00131,2859.9449,0.9623,0.0183,0.0015,0.0007,0.9605,0.0392,13.3062,14.3089,0.9623,19.6121,1770.4118,0.0706,0.9605,42.0763,12.2512,13.0042
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",2858.4707,7.9402,0.003421,2858.4821,0.9522,0.0192,0.0019,0.0009,0.9518,0.0433,9.9999,9.2313,0.9522,20.6445,2162.2451,0.0185,0.9518,46.4999,9.447,8.7293
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",2710.7917,7.53,0.001108,2710.7978,0.9297,0.0233,0.0028,0.0013,0.9291,0.0526,10.7196,10.3767,0.9297,25.0632,3183.7953,0.0242,0.9291,56.4251,10.1653,9.8369
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",3006.4572,8.3513,0.00108,3006.4668,0.9178,0.0263,0.0037,0.0015,0.9061,0.0605,17.5678,21.1919,0.9178,28.2606,4214.1557,0.0765,0.9061,64.9165,15.9545,18.6069
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",3014.2697,8.373,0.001113,3014.2747,0.9556,0.0221,0.0017,0.0009,0.9555,0.0416,20.604,24.9289,0.9556,23.7739,1997.5818,0.1111,0.9555,44.6943,18.6552,21.5406
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",3046.2722,8.4619,0.001776,3046.2796,0.9533,0.0189,0.0019,0.0008,0.9508,0.0438,9.0618,9.2079,0.9533,20.305,2208.8963,0.0537,0.9508,46.9989,8.5272,8.6747
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",2904.2164,8.0673,0.000862,2904.2259,0.8928,0.0452,0.0042,0.0022,0.8926,0.0647,45.7824,35.6335,0.8928,48.5348,4819.615,0.1894,0.8926,69.4234,41.3509,33.3187
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",2861.7706,7.9494,0.000745,2861.7775,0.893,0.033,0.0042,0.002,0.8922,0.0648,22.64,23.7205,0.893,35.4564,4839.2918,0.0892,0.8922,69.565,20.8814,21.3203
"BFO_MLNN-sliding_10-nets_[360, (0, 0), 5, (0.6, 0.4)]-bfo_{'pop_size': 50, 'Ci': 0.01, 'Ped': 0.25, 'Ns': 4, 'Ned': 6, 'Nre': 2, 'Nc': 30, 'attract_repel': (0.1, 0.2, 0.1, 10)}",2848.5304,7.9126,0.001704,2848.5399,0.7453,0.0495,0.0105,0.0047,0.7291,0.1027,28.2159,26.7653,0.7453,53.104,12155.5863,0.2239,0.7291,110.2524,26.0161,25.1659
