model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",178.4973,0.0892,0.281057,178.7793,0.9817,0.0094,0.0006,0.0002,0.9809,0.025,4.6706,4.6851,0.9817,10.074,721.7325,0.0036,0.9809,26.8651,4.3762,4.3945
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",181.548,0.0908,0.26766,181.8176,0.9888,0.0081,0.0004,0.0001,0.9886,0.0193,4.7317,4.6837,0.9888,8.7313,431.1718,0.0034,0.9886,20.7647,4.4187,4.381
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",188.4192,0.0942,0.276163,188.7069,0.9899,0.0085,0.0004,0.0001,0.9891,0.0189,5.4249,5.6001,0.9899,9.1097,412.5902,0.0046,0.9891,20.3123,5.0421,5.1855
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",231.5699,0.1158,0.884364,232.456,0.9858,0.0087,0.0005,0.0002,0.9853,0.022,4.6373,4.6361,0.9858,9.3407,557.714,0.0034,0.9853,23.616,4.3377,4.3407
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",240.2386,0.1201,1.071631,241.312,0.9916,0.0071,0.0003,0.0001,0.9916,0.0166,4.6225,4.559,0.9916,7.6634,316.1329,0.0032,0.9916,17.7801,4.3117,4.2546
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",241.007,0.1205,1.114115,242.1319,0.9894,0.0079,0.0004,0.0001,0.989,0.019,4.5167,4.5538,0.9894,8.4364,416.4732,0.0032,0.989,20.4077,4.2186,4.2496
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",283.4697,0.1417,1.683703,285.1559,0.9876,0.0081,0.0004,0.0002,0.9873,0.0204,4.59,4.6207,0.9876,8.7413,480.7844,0.0034,0.9873,21.9268,4.2875,4.3129
"MLNN-1H-sliding_5-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",289.717,0.1449,1.71729,291.4369,0.9897,0.0079,0.0004,0.0001,0.9893,0.0187,4.6109,4.6299,0.9897,8.508,404.5401,0.0033,0.9893,20.1132,4.3064,4.3238
"MLNN-1H-sliding_10-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",287.6804,0.1438,1.683729,289.3669,0.9897,0.0079,0.0003,0.0001,0.9894,0.0186,4.5865,4.574,0.9897,8.4374,400.5283,0.0032,0.9894,20.0132,4.2831,4.2744
"MLNN-1H-sliding_2-net_para_{'hidden_sizes': [5], 'epoch': 2000, 'batch_size': 128, 'learning_rate': 0.0001, 'activations': ('elu', 'elu'), 'optimizer': 'adam', 'loss': 'mse'}",332.3471,0.1662,2.712288,335.0625,0.9908,0.0073,0.0003,0.0001,0.9907,0.0175,4.3756,4.379,0.9908,7.8422,351.8458,0.003,0.9907,18.7576,4.0868,4.0886
