model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",472.0231,0.6743,0.001199,472.0308,0.9931,0.0076,0.0003,0.0001,0.9929,0.0166,5.0492,5.0343,0.9931,8.1993,317.065,0.0038,0.9929,17.8063,4.6838,4.6719
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",476.6093,0.6809,0.000971,476.6137,0.98,0.0121,0.0008,0.0003,0.9788,0.0287,6.238,6.3655,0.98,13.0011,951.2162,0.0067,0.9788,30.8418,5.8089,5.9168
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",459.7342,0.6568,0.000815,459.7395,0.9916,0.0082,0.0003,0.0001,0.9913,0.0184,4.9963,4.9888,0.9916,8.8559,388.9645,0.0039,0.9913,19.7222,4.6465,4.6402
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",465.7789,0.6654,0.001021,465.7854,0.9922,0.0083,0.0003,0.0001,0.992,0.0177,5.2357,5.2256,0.9922,8.8932,361.0684,0.0041,0.992,19.0018,4.8671,4.8602
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",464.1645,0.6631,0.000874,464.1726,0.99,0.0092,0.0004,0.0002,0.9897,0.02,5.7074,5.7094,0.99,9.8646,461.2319,0.0051,0.9897,21.4763,5.305,5.3082
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",469.7622,0.6711,0.001257,469.7675,0.9904,0.0088,0.0004,0.0002,0.99,0.0197,5.5448,5.5364,0.9904,9.4877,447.7156,0.0043,0.99,21.1593,5.1445,5.138
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",477.2853,0.6818,0.001079,477.2925,0.9886,0.0091,0.0005,0.0002,0.988,0.0216,4.7589,4.7471,0.9886,9.7502,539.4182,0.0038,0.988,23.2254,4.4421,4.439
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",468.4761,0.6693,0.000933,468.4829,0.9903,0.0095,0.0004,0.0002,0.9898,0.02,6.292,6.3946,0.9903,10.1609,459.98,0.0058,0.9898,21.4471,5.8295,5.9127
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",455.766,0.6511,0.000939,455.7718,0.9918,0.0079,0.0003,0.0001,0.9917,0.018,4.9188,4.9082,0.9918,8.4854,374.6329,0.004,0.9917,19.3554,4.5716,4.5638
"PSO_MLNN-sliding_10-nets_[700, (0, 0), 5, (0.6, 0.4)]-pso_{'epoch': 700, 'pop_size': 200, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",462.5253,0.6608,0.000786,462.5309,0.9914,0.0088,0.0003,0.0001,0.9911,0.0186,6.059,6.0723,0.9914,9.4676,397.4115,0.0054,0.9911,19.9352,5.6133,5.6259
